model,experiment,horizon,router,train_time_sec,inference_time_sec,MAE,RMSE,sMAPE,MSLE,P99_abs_error
TiDE,TiDE_raw,6,dallas,3.051269769668579,0.2232584953308105,148935099.53103447,171466420.9614133,68.08965273947895,0.7386734405267097,441021445.4399999
TiDE,TiDE_raw,12,dallas,3.051269769668579,0.2232584953308105,260925888.3862069,296094070.3182604,89.390261605997,1.4037304017578869,508123358.7200001
TiDE,TiDE_raw,24,dallas,3.051269769668579,0.2232584953308105,468569222.4551724,475719800.8152194,119.55975169724442,2.3858055485537903,682939285.7600003
TiDE,TiDE_score_as_feature,1,dallas,3.159015417098999,0.2402839660644531,72528942.17931037,95643520.5843634,39.17788750937794,0.2579803352179243,229761562.24000013
TiDE,TiDE_score_as_feature,6,dallas,3.159015417098999,0.2402839660644531,129406393.32413793,149892494.25578514,62.36846580407369,0.6083544178412648,364938070.72000015
TiDE,TiDE_score_as_feature,12,dallas,3.159015417098999,0.2402839660644531,239246514.8137931,258733464.8089412,88.46540623945259,1.2344703864009987,387239184.0
TiDE,TiDE_score_as_feature,24,dallas,3.159015417098999,0.2402839660644531,448495908.9103448,463273463.4869815,116.36109683996364,2.374911641975449,678060940.48
TiDE,TiDE_mask_out,1,dallas,2.2389657497406006,0.236077070236206,482494282.15172416,501687627.4016357,119.69977135589822,2.4731662894041744,902374680.64
TiDE,TiDE_mask_out,6,dallas,2.2389657497406006,0.236077070236206,157526833.37931034,179681998.40921155,70.66198766240713,0.8124157868244571,413911278.7199999
TiDE,TiDE_mask_out,12,dallas,2.2389657497406006,0.236077070236206,324191565.84827584,354816260.25899506,99.79347120169666,1.7052416111779198,573521386.5600001
TiDE,TiDE_mask_out,24,dallas,2.2389657497406006,0.236077070236206,540579713.8206897,546928656.3606355,125.96005581891949,2.703359258504313,761872989.4400004
TiDE,TiDE_both,1,dallas,2.665568590164185,0.2557733058929443,86669674.86896552,104973261.11622024,46.686188210349485,0.3387452315731542,249152421.44000003
TiDE,TiDE_both,6,dallas,2.665568590164185,0.2557733058929443,171565658.64827585,191596398.0405404,74.61429855015963,0.8879105188869415,372122173.4399999
TiDE,TiDE_both,12,dallas,2.665568590164185,0.2557733058929443,311523187.1448276,327296544.48379904,100.48742176893684,1.5980329085902412,468295977.28
TiDE,TiDE_both,24,dallas,2.665568590164185,0.2557733058929443,620158689.3793104,632734855.1434425,130.63274461925198,3.136722029112306,872758830.0800002
GRU-LSTM,GRU_raw,1,elpaso,1.8280832767486568,0.0038831233978271,56706644.0,67375721.42266798,64.07308959960938,1.9499434232711792,133217728.0
GRU-LSTM,GRU_raw,6,elpaso,1.8280832767486568,0.0038831233978271,89599232.0,102562070.72211972,82.68238067626953,4.024405002593994,183959536.0
GRU-LSTM,GRU_raw,12,elpaso,1.8280832767486568,0.0038831233978271,99847488.0,113315576.9762355,95.11014556884766,4.953548431396484,219088160.0
GRU-LSTM,GRU_raw,24,elpaso,1.8280832767486568,0.0038831233978271,91311064.0,115965021.45543578,105.04713439941406,6.503187656402588,293692288.0
GRU-LSTM,GRU_mask_out,1,elpaso,1.1533355712890625,0.0043642520904541,64332056.0,76714447.52959432,70.07909393310547,2.030749797821045,160033808.0
GRU-LSTM,GRU_mask_out,6,elpaso,1.1533355712890625,0.0043642520904541,94170904.0,106738001.5473384,86.95928192138672,3.85375714302063,196036704.0
GRU-LSTM,GRU_mask_out,12,elpaso,1.1533355712890625,0.0043642520904541,94115448.0,106701091.51530236,95.57534790039062,4.620887279510498,212947760.0
GRU-LSTM,GRU_mask_out,24,elpaso,1.1533355712890625,0.0043642520904541,94844936.0,120832305.46402068,107.05547332763672,6.423148155212402,287885920.0
GRU-LSTM,GRU_score_as_feature,1,elpaso,1.7679030895233154,0.005528450012207,61353340.0,70773691.54316302,68.31781005859375,1.7472771406173706,139091696.0
GRU-LSTM,GRU_score_as_feature,6,elpaso,1.7679030895233154,0.005528450012207,72534480.0,83205820.98115896,80.33641815185547,2.7617080211639404,148167744.0
GRU-LSTM,GRU_score_as_feature,12,elpaso,1.7679030895233154,0.005528450012207,72875592.0,88966052.34428585,92.04549407958984,27.97441291809082,165925792.0
GRU-LSTM,GRU_score_as_feature,24,elpaso,1.7679030895233154,0.005528450012207,81795856.0,103626881.82382824,105.5597152709961,30.32678604125977,240937200.0
GRU-LSTM,GRU_both,1,elpaso,1.868959665298462,0.0037171840667724,55340508.0,70154849.31546807,66.91183471679688,18.206348419189453,148524112.0
GRU-LSTM,GRU_both,6,elpaso,1.868959665298462,0.0037171840667724,79620648.0,91656644.3948258,86.4957046508789,2.631673812866211,182983072.0
GRU-LSTM,GRU_both,12,elpaso,1.868959665298462,0.0037171840667724,75364552.0,91626336.0524314,86.98737335205078,7.28862190246582,202040736.0
GRU-LSTM,GRU_both,24,elpaso,1.868959665298462,0.0037171840667724,80592840.0,100128933.69219892,102.47577667236328,5.521151065826416,244708496.0
SARIMA,SARIMA_raw,1,elpaso,3.483837604522705,0.0170691013336181,69864276.49341232,89353577.6061978,69.63940103585864,2.592432487703851,249736668.6836924
SARIMA,SARIMA_raw,6,elpaso,3.483837604522705,0.0170691013336181,71762202.39259118,90569418.6217524,76.81893289887508,3.4581553587514966,249736668.6836924
SARIMA,SARIMA_raw,12,elpaso,3.483837604522705,0.0170691013336181,69857952.51313624,88847724.07059948,83.354456422867,4.165024506374394,249736668.6836924
SARIMA,SARIMA_raw,24,elpaso,3.483837604522705,0.0170691013336181,83250225.86392494,104544838.02346066,103.85367989553012,6.531457394109075,258207715.70573217
XGBoost,XGB_raw,1,elpaso,9.520629167556764,0.0129647254943847,49983884.0,63718458.7082092,59.20998001098633,1.9739537239074707,150540112.0
XGBoost,XGB_raw,6,elpaso,2.71933650970459,0.0168561935424804,86645448.0,111229454.39407028,77.59063720703125,4.175581932067871,311121248.0
XGBoost,XGB_raw,12,elpaso,4.360056877136231,0.0132293701171875,85516872.0,106014451.73994844,87.01850891113281,4.883057117462158,243479472.0
XGBoost,XGB_raw,24,elpaso,5.516736745834351,0.0133168697357177,107727040.0,140938813.49760893,109.77181243896484,7.155206680297852,518266336.0
NBEATS,NBEATS_raw,1,elpaso,3.846407413482666,0.3081643581390381,80323103.83448276,88628321.27854396,66.94578229886436,1.725282847327769,172537165.44000003
NBEATS,NBEATS_raw,6,elpaso,3.846407413482666,0.3081643581390381,63159770.96551724,75775071.88753118,65.068701235406,1.661632198012739,169438038.72000003
NBEATS,NBEATS_raw,12,elpaso,3.846407413482666,0.3081643581390381,69990032.8275862,82188129.03321446,73.46167244954742,2.9009007676757825,192507016.64
NBEATS,NBEATS_raw,24,elpaso,3.846407413482666,0.3081643581390381,207872685.02068967,221657350.3344988,115.59994248000244,7.063270661218422,454747798.4
NBEATS,NBEATS_mask_out,1,elpaso,4.692268133163452,0.3290314674377441,163836297.37931034,171976691.756805,93.39626729018585,2.7181285484740307,268088406.08000004
NBEATS,NBEATS_mask_out,6,elpaso,4.692268133163452,0.3290314674377441,187264897.43448275,200742868.24529108,100.07490032369029,3.9728352368407727,374272083.84
NBEATS,NBEATS_mask_out,12,elpaso,4.692268133163452,0.3290314674377441,247471169.7103448,258783528.9841312,115.25842360845871,5.638901424324687,449152270.72
NBEATS,NBEATS_mask_out,24,elpaso,4.692268133163452,0.3290314674377441,202052307.8620689,216431306.0320559,114.31516275764606,7.106351432790476,407165770.24000007
TiDE,TiDE_raw,1,elpaso,2.88012170791626,0.2176325321197509,70935414.17931035,80603540.37031083,63.49851494132961,1.887480920816586,174412532.16000006
TiDE,TiDE_raw,6,elpaso,2.88012170791626,0.2176325321197509,67206312.42758621,79532823.32779224,67.44284066153104,2.228834985791941,164828105.92000002
TiDE,TiDE_raw,12,elpaso,2.88012170791626,0.2176325321197509,78652932.62068966,91778047.54139,81.71112944391312,3.018215153791771,192521744.64
TiDE,TiDE_raw,24,elpaso,2.88012170791626,0.2176325321197509,73099369.15862069,86937456.05747572,81.47564870099922,4.73269414804178,193946407.04
TiDE,TiDE_score_as_feature,1,elpaso,3.5045573711395264,0.2984969615936279,53480304.593103446,64610261.6451864,55.99367505256237,1.2571630577725272,137449024.96
TiDE,TiDE_score_as_feature,6,elpaso,3.5045573711395264,0.2984969615936279,59131158.89655172,68819276.70528376,61.38025390655603,2.1799001028401035,151716952.0
TiDE,TiDE_score_as_feature,12,elpaso,3.5045573711395264,0.2984969615936279,63778225.21379311,79253222.26752101,66.9765628686935,3.04053871660889,184744281.28
TiDE,TiDE_score_as_feature,24,elpaso,3.5045573711395264,0.2984969615936279,78191746.64827587,89909808.27749172,86.4652889903067,4.611528626059177,173077048.32
TiDE,TiDE_mask_out,1,elpaso,2.925652980804444,0.2181053161621093,68624741.73793103,78072796.13906175,62.1552253420085,1.8634699019361587,174013645.76000005
TiDE,TiDE_mask_out,6,elpaso,2.925652980804444,0.2181053161621093,67646851.57241379,79653277.04200035,67.49033519402671,2.2426024302363627,167608965.12000003
TiDE,TiDE_mask_out,12,elpaso,2.925652980804444,0.2181053161621093,80069576.3724138,92241428.93885954,81.979822992175,3.0235946198670303,182268488.96
TiDE,TiDE_mask_out,24,elpaso,2.925652980804444,0.2181053161621093,73368656.22068965,87505072.09740311,81.4678203522667,4.747631781666558,191424834.56
TiDE,TiDE_both,1,elpaso,3.613927841186523,0.232675552368164,51700585.02068966,63328006.31035738,54.501011717945545,1.2345282247647935,135501919.36
TiDE,TiDE_both,6,elpaso,3.613927841186523,0.232675552368164,57792152.71724138,68264317.80769591,60.56624425050453,2.1404289824134453,160488309.76000002
TiDE,TiDE_both,12,elpaso,3.613927841186523,0.232675552368164,63328087.22758621,78446106.16742171,66.81768872208345,3.0321143290382464,185414201.6
TiDE,TiDE_both,24,elpaso,3.613927841186523,0.232675552368164,81737346.97931035,92840859.09404346,88.30516872625672,4.720352843678628,167468947.84
GRU-LSTM,GRU_raw,1,jackson,1.482356071472168,0.001394510269165,87115736.0,109075645.41565806,118.68578338623048,5.865532398223877,226015552.0
GRU-LSTM,GRU_raw,6,jackson,1.482356071472168,0.001394510269165,328457632.0,351386125.8668016,165.86289978027344,12.519136428833008,622890688.0
GRU-LSTM,GRU_raw,12,jackson,1.482356071472168,0.001394510269165,289148000.0,338273559.69855094,161.9720001220703,12.761229515075684,653758080.0
GRU-LSTM,GRU_raw,24,jackson,1.482356071472168,0.001394510269165,187001504.0,212135294.4049304,156.663330078125,14.170226097106934,436250144.0
GRU-LSTM,GRU_mask_out,1,jackson,1.424959659576416,0.0014715194702148,59373744.0,66863007.64707589,112.77377319335938,4.590073585510254,130745584.0
GRU-LSTM,GRU_mask_out,6,jackson,1.424959659576416,0.0014715194702148,122475320.0,151673504.63151735,129.54750061035156,8.582736015319824,448822336.0
GRU-LSTM,GRU_mask_out,12,jackson,1.424959659576416,0.0014715194702148,204768560.0,239552969.0434645,153.71343994140625,11.139917373657228,572085440.0
GRU-LSTM,GRU_mask_out,24,jackson,1.424959659576416,0.0014715194702148,307651840.0,322027846.34610784,173.89431762695312,16.732582092285156,467334048.0
GRU-LSTM,GRU_score_as_feature,1,jackson,1.3557250499725342,0.0039803981781005,43970976.0,52206245.07850133,101.70355224609376,7.181481838226318,125456576.0
GRU-LSTM,GRU_score_as_feature,6,jackson,1.3557250499725342,0.0039803981781005,112469120.0,143117210.09671322,126.86841583251952,7.978208065032959,323625664.0
GRU-LSTM,GRU_score_as_feature,12,jackson,1.3557250499725342,0.0039803981781005,223678656.0,263173343.67978665,153.75347900390625,11.726508140563965,475086304.0
GRU-LSTM,GRU_score_as_feature,24,jackson,1.3557250499725342,0.0039803981781005,218725728.0,247107918.0061725,159.79791259765625,14.94003677368164,484006976.0
GRU-LSTM,GRU_both,1,jackson,1.3075556755065918,0.004359483718872,54063440.0,62032558.93389664,107.02194213867188,4.545814514160156,116146296.0
GRU-LSTM,GRU_both,6,jackson,1.3075556755065918,0.004359483718872,114014936.0,146693995.54937482,129.15451049804688,7.882875442504883,434232704.0
GRU-LSTM,GRU_both,12,jackson,1.3075556755065918,0.004359483718872,79153176.0,120914759.17757574,121.64022827148438,6.539238452911377,440055104.0
GRU-LSTM,GRU_both,24,jackson,1.3075556755065918,0.004359483718872,281843680.0,302701965.81050766,167.51402282714844,16.59052276611328,470495744.0
SARIMA,SARIMA_raw,1,jackson,5.771581649780273,0.0164604187011718,79330336.92049284,115558848.20532264,162.3305880504281,140.2118655438013,289510608.4168494
SARIMA,SARIMA_raw,6,jackson,5.771581649780273,0.0164604187011718,78000891.15919282,115101183.70473713,165.67599103894165,142.6723554281662,289510608.4168494
SARIMA,SARIMA_raw,12,jackson,5.771581649780273,0.0164604187011718,75346458.16950208,114185950.94096953,165.67599103894148,135.968951663109,289510608.4168494
SARIMA,SARIMA_raw,24,jackson,5.771581649780273,0.0164604187011718,79878587.9513484,122320671.86148116,170.93641461794329,137.20627487281433,306849389.7487754
XGBoost,XGB_raw,1,jackson,5.15348482131958,0.0171821117401123,35230528.0,44675409.795734026,92.87830352783205,4.233299255371094,115982968.0
XGBoost,XGB_raw,6,jackson,6.133302688598633,0.0126991271972656,100023600.0,114172750.1175507,129.88262939453125,7.184737682342529,246604528.0
XGBoost,XGB_raw,12,jackson,4.940053462982178,0.0157327651977539,130320792.0,146247743.2668677,142.90457153320312,9.35547161102295,324042208.0
XGBoost,XGB_raw,24,jackson,10.06853199005127,0.0134353637695312,108376592.0,128834596.13279308,144.14459228515625,10.781498908996582,324519456.0
NBEATS,NBEATS_raw,1,jackson,7.203415393829346,0.2251307964324951,37912358.61379311,43852881.85230836,94.96910222670432,2.882436424689538,93830927.04
NBEATS,NBEATS_raw,6,jackson,7.203415393829346,0.2251307964324951,886898355.2,899270904.4397956,184.8018714439219,18.71649859044068,1322715023.68
NBEATS,NBEATS_raw,12,jackson,7.203415393829346,0.2251307964324951,995336138.5931034,1005900228.534646,187.31879368379893,20.90775938517705,1283548998.72
NBEATS,NBEATS_raw,24,jackson,7.203415393829346,0.2251307964324951,112762332.63448276,121416292.32679978,140.7305414722805,9.444789216376067,247267473.2800001
NBEATS,NBEATS_mask_out,1,jackson,7.269262313842773,0.3384220600128174,399342763.5862069,403945879.489826,170.6071263005412,12.049646663580258,500035590.4
NBEATS,NBEATS_mask_out,6,jackson,7.269262313842773,0.3384220600128174,392186254.5655173,412294865.3934212,167.90609324265813,13.008018622000344,693673380.1600001
NBEATS,NBEATS_mask_out,12,jackson,7.269262313842773,0.3384220600128174,146850719.91724136,162842010.73135403,142.24280104946783,8.922253465435118,326401575.0400001
NBEATS,NBEATS_mask_out,24,jackson,7.269262313842773,0.3384220600128174,556060184.6068965,569112228.4548397,181.24415082935147,18.662153509889524,886173042.88
TiDE,TiDE_raw,1,jackson,4.363609313964844,0.2397968769073486,51801739.00689656,56591908.01767646,109.79625099114092,4.019453611897855,91732861.76000002
TiDE,TiDE_raw,6,jackson,4.363609313964844,0.2397968769073486,64950997.68275862,71560447.092371,117.02444524561368,5.317798970433008,138294194.56
TiDE,TiDE_raw,12,jackson,4.363609313964844,0.2397968769073486,72402505.32413793,84531659.7263634,117.9312639018373,6.598371257135626,139820272.32
TiDE,TiDE_raw,24,jackson,4.363609313964844,0.2397968769073486,107613177.43448275,112876608.57808712,140.16363565002166,9.4087154993727,176761299.84000003
TiDE,TiDE_score_as_feature,1,jackson,5.434388160705566,0.2063372135162353,39408262.95862069,44047764.73934483,102.6158448147004,2.677081947392299,85381895.36000001
TiDE,TiDE_score_as_feature,6,jackson,5.434388160705566,0.2063372135162353,55347112.52413793,63433188.61750165,109.63436229481702,4.931908017973153,131190282.24000004
TiDE,TiDE_score_as_feature,12,jackson,5.434388160705566,0.2063372135162353,69069028.60689655,77347697.8847996,121.13926370061871,6.196761554573086,144384792.0
TiDE,TiDE_score_as_feature,24,jackson,5.434388160705566,0.2063372135162353,94932814.28965518,102798796.7324183,134.85448794888012,8.994939244141245,163905877.44
TiDE,TiDE_mask_out,1,jackson,4.718654632568359,0.2213234901428222,51961112.551724136,56252844.16333407,111.06838213586252,3.97157107602184,91710659.84000002
TiDE,TiDE_mask_out,6,jackson,4.718654632568359,0.2213234901428222,67031694.84137931,74412448.05518986,117.0319279711015,5.489339738527649,142506489.6
TiDE,TiDE_mask_out,12,jackson,4.718654632568359,0.2213234901428222,84411412.85517241,96857395.01732536,122.92327270430276,7.162565026020491,156431230.72
TiDE,TiDE_mask_out,24,jackson,4.718654632568359,0.2213234901428222,101677904.66206896,107405029.9938502,138.0907452211155,9.210534029724482,165175352.64000002
TiDE,TiDE_both,1,jackson,4.80092191696167,0.2549786567687988,36383384.50689656,41548281.22551936,97.39715659539996,2.503867182958785,82091314.56
TiDE,TiDE_both,6,jackson,4.80092191696167,0.2549786567687988,59569007.97241379,68263527.26774828,111.4996556854275,5.20570378138725,131384551.36000004
TiDE,TiDE_both,12,jackson,4.80092191696167,0.2549786567687988,73775751.25517242,82872562.35867171,122.63934394837288,6.434717658409477,151602503.04000002
TiDE,TiDE_both,24,jackson,4.80092191696167,0.2549786567687988,101916895.44827586,107785231.25807916,137.9302194082994,9.273065137133644,160925942.72000003
GRU-LSTM,GRU_raw,1,jacksonville,1.1416285037994385,0.0017879009246826,160241504.0,199994880.91162908,26.640045166015625,0.1121828407049179,500298464.0
GRU-LSTM,GRU_raw,6,jacksonville,1.1416285037994385,0.0017879009246826,300849792.0,371658798.9245372,45.8079833984375,0.317486822605133,913511424.0
GRU-LSTM,GRU_raw,12,jacksonville,1.1416285037994385,0.0017879009246826,303145984.0,365571580.3224562,50.18644332885742,0.703719437122345,821372032.0
GRU-LSTM,GRU_raw,24,jacksonville,1.1416285037994385,0.0017879009246826,308043872.0,368590626.240232,64.90438842773438,5.098865032196045,890400832.0
GRU-LSTM,GRU_mask_out,1,jacksonville,1.1484005451202393,0.0026085376739501,152450656.0,196736430.45794937,25.12354278564453,0.1011226326227188,530618624.0
GRU-LSTM,GRU_mask_out,6,jacksonville,1.1484005451202393,0.0026085376739501,302299296.0,368045251.4314417,47.88492584228516,0.3541241586208343,962313152.0
GRU-LSTM,GRU_mask_out,12,jacksonville,1.1484005451202393,0.0026085376739501,319763552.0,370710001.70126885,54.13774871826172,0.742970883846283,780034112.0
GRU-LSTM,GRU_mask_out,24,jacksonville,1.1484005451202393,0.0026085376739501,358406304.0,442351882.7049087,71.16539764404297,5.273202896118164,1072195584.0
GRU-LSTM,GRU_score_as_feature,1,jacksonville,1.097973108291626,0.0040607452392578,148511840.0,193500652.929936,24.96033477783203,0.1024148911237716,551122752.0
GRU-LSTM,GRU_score_as_feature,6,jacksonville,1.097973108291626,0.0040607452392578,270094240.0,334100175.4832829,43.92046737670898,0.2966152131557464,907510400.0
GRU-LSTM,GRU_score_as_feature,12,jacksonville,1.097973108291626,0.0040607452392578,276648448.0,335720376.21267366,47.94467544555664,0.6755254864692688,833343680.0
GRU-LSTM,GRU_score_as_feature,24,jacksonville,1.097973108291626,0.0040607452392578,308196608.0,373220989.3581408,67.23860931396484,4.883973121643066,1028358528.0
GRU-LSTM,GRU_both,1,jacksonville,1.202665090560913,0.0039975643157958,149474544.0,198207074.49956352,24.97754096984864,0.1062921658158302,582700160.0
GRU-LSTM,GRU_both,6,jacksonville,1.202665090560913,0.0039975643157958,312225440.0,374476890.2979164,48.992431640625,0.3673982918262481,966113408.0
GRU-LSTM,GRU_both,12,jacksonville,1.202665090560913,0.0039975643157958,312551232.0,366329591.8363912,52.1219482421875,0.7209259271621704,836214784.0
GRU-LSTM,GRU_both,24,jacksonville,1.202665090560913,0.0039975643157958,361191008.0,433056710.94242096,72.50418853759766,5.10796594619751,1026879360.0
SARIMA,SARIMA_raw,1,jacksonville,2.8355000019073486,0.0118365287780761,325248133.43227345,433303569.15247935,62.52214245805615,0.69437880998176,1311972066.3921566
SARIMA,SARIMA_raw,6,jacksonville,2.8355000019073486,0.0118365287780761,320356260.6622258,431696999.0722164,61.63008707907679,0.6887923510859179,1311972066.3921566
SARIMA,SARIMA_raw,12,jacksonville,2.8355000019073486,0.0118365287780761,320583243.8606361,432293667.2335275,63.94203884909698,1.012862989723751,1311972066.3921566
SARIMA,SARIMA_raw,24,jacksonville,2.8355000019073486,0.0118365287780761,297210435.5601921,408063706.3168326,77.13025171356318,4.292806639472852,1311972066.3921566
XGBoost,XGB_raw,1,jacksonville,10.886407613754272,0.0137581825256347,136799152.0,188061452.8880784,22.627853393554688,0.0899849757552146,574974016.0
XGBoost,XGB_raw,6,jacksonville,1.914436101913452,0.0130410194396972,293464512.0,377678435.5520527,44.97710037231445,0.3259759545326233,1070780032.0
XGBoost,XGB_raw,12,jacksonville,8.304487228393555,0.012955904006958,328324480.0,399989697.39709455,53.47823333740234,0.732812225818634,917914752.0
XGBoost,XGB_raw,24,jacksonville,7.752777814865112,0.0130319595336914,315257376.0,370855722.2674636,69.3296890258789,4.7853217124938965,937720512.0
NBEATS,NBEATS_raw,1,jacksonville,2.534701108932495,0.4059193134307861,144099866.37241378,197911605.5468087,26.72389318824884,0.1174887195487955,571719817.9200001
NBEATS,NBEATS_raw,6,jacksonville,2.534701108932495,0.4059193134307861,286469178.64827585,397765231.43977416,48.30369592967434,0.3823990252565213,1268014675.8400002
NBEATS,NBEATS_raw,12,jacksonville,2.534701108932495,0.4059193134307861,308105435.9172414,387233960.0758687,55.06466930160639,0.725862267369887,1014872454.4000008
NBEATS,NBEATS_raw,24,jacksonville,2.534701108932495,0.4059193134307861,308642061.84827584,388534243.0396885,60.65433637090671,3.672027545122621,984258893.7600002
NBEATS,NBEATS_mask_out,1,jacksonville,2.9887843132019043,0.21812105178833,244828322.124138,305612061.38831776,63.08996475674034,24.20567696553958,737414443.2
NBEATS,NBEATS_mask_out,6,jacksonville,2.9887843132019043,0.21812105178833,439630335.80689657,529101744.5242992,131.2202665187424,175.69788406115833,1355330858.8800006
NBEATS,NBEATS_mask_out,12,jacksonville,2.9887843132019043,0.21812105178833,432449753.8965517,534259227.39671904,136.84101971652908,205.99037280875183,1300788684.1600006
NBEATS,NBEATS_mask_out,24,jacksonville,2.9887843132019043,0.21812105178833,447908804.0413793,524906806.5508253,93.3111712678742,38.17286377796092,1244919558.4
TiDE,TiDE_raw,1,jacksonville,1.2100768089294434,0.1629660129547119,209003577.4896552,268493320.0744036,38.564620687041874,0.2251253599605508,746236980.1600003
TiDE,TiDE_raw,6,jacksonville,1.2100768089294434,0.1629660129547119,231933418.2068965,309251063.99580586,42.25575324952925,0.2898216851988082,950067326.4000006
TiDE,TiDE_raw,12,jacksonville,1.2100768089294434,0.1629660129547119,252735735.33793104,333685421.1138045,47.6809375539206,0.6208411091686995,1034724214.4000006
TiDE,TiDE_raw,24,jacksonville,1.2100768089294434,0.1629660129547119,271338058.4275862,337460877.0711303,59.57181806177025,3.3474704101192634,994438757.7600003
TiDE,TiDE_score_as_feature,1,jacksonville,1.480264663696289,0.1631786823272705,161256694.62068966,220476231.2441159,29.386164766067544,0.1331871321746643,642996500.1600002
TiDE,TiDE_score_as_feature,6,jacksonville,1.480264663696289,0.1631786823272705,233013424.4965517,313280722.4170657,42.51938227835284,0.2991327041823705,992029393.9200008
TiDE,TiDE_score_as_feature,12,jacksonville,1.480264663696289,0.1631786823272705,250558112.8275862,317107862.07165486,46.76680226911096,0.5651290004396432,878025777.9200006
TiDE,TiDE_score_as_feature,24,jacksonville,1.480264663696289,0.1631786823272705,272015340.5241379,346067119.2613559,60.97107545115797,3.3304027116240063,999797738.2400004
TiDE,TiDE_mask_out,1,jacksonville,1.0830740928649902,0.145353078842163,211798212.19310343,274101154.3804963,39.28430921793827,0.2378150606583393,764815808.9600004
TiDE,TiDE_mask_out,6,jacksonville,1.0830740928649902,0.145353078842163,229760649.10344827,308366079.8077292,42.16849985740311,0.2905805290724368,966460413.4400004
TiDE,TiDE_mask_out,12,jacksonville,1.0830740928649902,0.145353078842163,250242336.27586207,328669949.07782423,47.424587816025536,0.6061990313343026,1014243192.9600004
TiDE,TiDE_mask_out,24,jacksonville,1.0830740928649902,0.145353078842163,270580038.6758621,343400419.1937439,58.70286987179797,3.428631252785377,1021485671.0400004
TiDE,TiDE_both,1,jacksonville,1.384799242019653,0.1729352474212646,165142340.3034483,225235360.74489683,30.159997790475984,0.1400912360068203,642050721.2800002
TiDE,TiDE_both,6,jacksonville,1.384799242019653,0.1729352474212646,233477680.27586207,314708080.8167904,42.757432409129024,0.3004972814037077,1031974513.9200008
TiDE,TiDE_both,12,jacksonville,1.384799242019653,0.1729352474212646,248287872.16551724,315178843.72160465,46.42233368121034,0.5552744888880572,890904794.8800005
TiDE,TiDE_both,24,jacksonville,1.384799242019653,0.1729352474212646,275242565.02068967,349936539.2145173,61.04143742520382,3.3922167208714247,1000669166.0800004
GRU-LSTM,GRU_raw,1,louisville,1.0688717365264893,0.0015723705291748,42600528.0,53541139.71118239,49.44883728027344,0.456758439540863,172944336.0
GRU-LSTM,GRU_raw,6,louisville,1.0688717365264893,0.0015723705291748,53476424.0,86972528.43810284,52.980690002441406,0.5244455933570862,244996880.0
GRU-LSTM,GRU_raw,12,louisville,1.0688717365264893,0.0015723705291748,71185152.0,112372919.6711427,60.22565841674805,0.679846465587616,377309536.0
GRU-LSTM,GRU_raw,24,louisville,1.0688717365264893,0.0015723705291748,69756072.0,114354104.23910208,58.26626586914063,1.17097806930542,394523168.0
GRU-LSTM,GRU_mask_out,1,louisville,1.4403836727142334,0.0015501976013183,43836652.0,56123159.42850659,50.98455429077149,0.4246072173118591,191263024.0
GRU-LSTM,GRU_mask_out,6,louisville,1.4403836727142334,0.0015501976013183,53086016.0,88275705.7189139,52.973854064941406,0.4858934581279754,257657648.0
GRU-LSTM,GRU_mask_out,12,louisville,1.4403836727142334,0.0015501976013183,70281920.0,113306399.41126037,59.8066520690918,0.6500892639160156,390089856.0
GRU-LSTM,GRU_mask_out,24,louisville,1.4403836727142334,0.0015501976013183,69939600.0,114700310.74498937,58.79713821411133,1.1429996490478516,399614720.0
GRU-LSTM,GRU_score_as_feature,1,louisville,0.6516444683074951,0.0016100406646728,48848084.0,62443804.66396249,55.33453369140625,0.5360180735588074,175739392.0
GRU-LSTM,GRU_score_as_feature,6,louisville,0.6516444683074951,0.0016100406646728,53082564.0,93910443.9990683,53.28916931152344,0.5045180916786194,267807344.0
GRU-LSTM,GRU_score_as_feature,12,louisville,0.6516444683074951,0.0016100406646728,66911576.0,112761163.3269983,57.206153869628906,0.5840433835983276,376051360.0
GRU-LSTM,GRU_score_as_feature,24,louisville,0.6516444683074951,0.0016100406646728,69599672.0,113688225.36910912,57.94834899902344,1.189016342163086,406840576.0
GRU-LSTM,GRU_both,1,louisville,0.6900672912597656,0.0016136169433593,46654416.0,59395283.48882231,53.224212646484375,0.5011576414108276,174056128.0
GRU-LSTM,GRU_both,6,louisville,0.6900672912597656,0.0016136169433593,49447528.0,86687977.79140653,48.592559814453125,0.4599963724613189,247567600.0
GRU-LSTM,GRU_both,12,louisville,0.6900672912597656,0.0016136169433593,66697756.0,113017031.5150457,56.522579193115234,0.5832504630088806,371648544.0
GRU-LSTM,GRU_both,24,louisville,0.6900672912597656,0.0016136169433593,69992032.0,114428839.9885833,58.50177383422852,1.202725172042847,406889824.0
SARIMA,SARIMA_raw,1,louisville,8.000590562820435,0.0162904262542724,58395675.96400806,71997206.01586287,58.44704015031824,0.7093481197405583,166758029.10715517
SARIMA,SARIMA_raw,6,louisville,8.000590562820435,0.0162904262542724,65360019.843178615,97476049.98231836,58.99938258098905,0.7322423953368653,192589422.12000784
SARIMA,SARIMA_raw,12,louisville,8.000590562820435,0.0162904262542724,78202605.41013882,117823968.92938092,62.59672722535494,0.8037647911578156,381887534.8491071
